favorite_count	full_text	reply_count	retweet_count	predicted_class
1259	"حفظ الله سمو ولي العهد الأمير محمد بن سلمان في سفره وإقامته.



#محمد_بن_سلمان_في_شرم_الشيخ https://t.co/lawmHcUER2"	157	423	0
93	"الأمن العام يُنبه الجميع :

من جرائم الاتجار بالبشر ؛ هو استغلال الأطفال والنساء وكبار السن في التسول .. لذلك لاتعطيهم.
.

.
السعودية"	25	49	1
173	"تحت رعاية سمو ولي العهد.. 

انطلاق المسابقة الدولية التاسعة في حفظ القرآن الكريم للعسكريين في مكة المكرمة.

- https://t.co/cQQ7sOEy3h"	28	66	0
103	"وزارة الصحة تدعو الجميع لارتداء الكمامات في أماكن التجمعات والمنشآت الصحية للوقاية من الإنفلونزا الموسمية.
.

.
السعودية"	16	52	1
70	"عاجل  
.

.
بعد أسبوعين من انطلاقه..

رئيس هيئة الترفيه تركي آل الشيخ يعلن وصول زوار #موسم_الرياض لأكثر من 2 مليون زائر.
.
.

#٢مليون_زائر_في_الموسم

 https://t.co/dn2MnmPuos"	74	14	0
222	"وزارة التعليم :

نحث المعلمين والمعلمات بعدم وضع أسئلة اختبار غير محددة الإجابة أو التي تحتمل عدة إجابات.
.

.
السعودية"	80	69	0
38	"عاجل  

.

.

البيت الأبيض: 

بايدن وشولتس اتفقا على أن تهديدات روسيا النووية غير مقبولة وأكدا مواصلة دعم أوكرانيا عسكرياً واقتصادياً.
.

.
واشنطن"	17	7	0
20	"تنظم #الاكاديمية_المالية
لقاء الحوار المالي #Fintalk عن "" قطاع التأمين الصحي و أبرز تحدياته"" 
 بنقاشات ثرية ومميزة تفيد كل شخص مهتم بقطاع التأمين والأعمال
سجل الآن:
https://t.co/TPVb2niSsG

https://t.co/1mSyNFxZf0"	24	3	1
93	"هيئة الغذاء والدواء توضح للجميع :

جميع المكونات المستخدمة في مشروبات الطاقة والمشروبات الغازية ؛ تعتبر آمنة .. ولكن الضرر الناتج عن هذه المشروبات هو بسبب زيادة الاستهلاك وانخفاض قيمتها التغذوية.
.

.
السعودية"	64	54	1
485	"الطبيب د. خالد النمر :

""الزنجبيل"" يُدْفِئ في الشتاء .. ويخفض الكلسترول الضار .. ويرفع الكلسترول الحميد.

- https://t.co/qRtZlBKErQ"	72	206	0
55	"وزير الدفاع الأمير خالد بن سلمان يهنئ في اتصال هاتفي نظيره العراقي ثابت العباسي بمناسبة تعيينه وزيرا للدفاع وجرى خلال الاتصال بحث تطوير التعاون والتنسيق في المجال الدفاعي وسبل دعمهما وتعزيزهما بما يخدم مصالح البلدين.

- https://t.co/VhDrIqYdQj"	38	16	0
166	"إدارة المرور تنبه :

قيادة المركبة في الأسواق التي لايُسمح فيها بالقيادة ؛ مخالفة غرامتها تصل 150 ريال.
.

.
السعودية"	69	46	1
91	"مجلس الصحة الخليجي:

من المهم صحياً ؛ أن يقوم كبير السن بمهامه اليومية التي لاتسبب له ضرراً على صحته."	28	19	1
0	RT @Turki_alalshikh: وصلنا أكثر من ٢ مليون زائر في #موسم_الرياض … وتونا بالبداية ❤️  https://t.co/sKxxdTiBVX	0	2615	1
42	"عاجل  
.

.

الاتحاد السعودي لكرة القدم:

الأندية الرياضية أنهت ترشيح المشجعين الراغبين في السفر إلى قطر لدعم المنتخب الوطني في كأس العالم وفق آلية محددة من قبلها.
.

.
السعودية"	14	13	1
30	"عاجل  
.

.

الاتحاد السعودي لكرة القدم :

انتهاء المؤسسات الإعلامية من ترشيح منسوبيها لتغطية مشوار المنتخب السعودي في كأس العالم، ومساعدتهم على أداء رسالتهم الإعلامية بالصورة المناسبة.
.

.
السعودية"	15	7	1
0	"RT @AJELNEWS24: عاجل  
.

.
شرطة الرياض:

القبض على مقيم من الجنسية السورية ومواطن لسلبهما آخر مبلغًا ماليًا إثر استدراجه من شخص يقيم خارج…"	0	23	1
0	"RT @AJELNEWS24: وزارة الصحة تحدد الفئات الأكثر تأثراً بـ الأنفلونزا الموسمية .. وهم :

كبار السن، وأصحاب الأمراض المزمنة، والمصابين بنقص ال…"	0	25	1
0	"RT @AJELNEWS24: المفكر والناقد د. عبدالله الغذامي:

المنتمون لجماعة الإخوان المسلمين ؛ أجسادهم في بلادهم ورؤوسهم في بيت المرشد العام للجماع…"	0	25	1
0	"RT @AJELNEWS24: عاجل  
.

.
دولة الإمارات تعلن رسمياً : 

إلغاء كافة القيود والإجراءات الاحترازية الخاصة بجائحة كورونا .
.

.
أبوظبي"	0	316	0
0	"RT @AJELNEWS24: عاجل  
.

.
شرطة منطقة مكة المكرمة :

العثور على طفلة من الجنسية البرماوية بصحة جيدة في العاصمة المقدسة ؛ بعد اختفائها ..…"	0	86	0
0	"RT @AJELNEWS24: بسبب مضاعفات مرض السكري ..

466 مريضاً سعودياً يتعرضون لـ بتر أقدامهم .. كان منهم 87% من الذكور ، في حين أن نسبة المصابات ا…"	0	89	1
0	"RT @AJELNEWS24: اليوم الأحد ..

إنعدام في مدى الرؤية الأفقية بسبب غزارة الأمطار غرب محايل في تهامة منطقة عسير.

عبر:
عمر الضامي https://t.c…"	0	92	1
182	"تحت رعاية سمو ولي العهد..

انطلاق المسابقة الدولية التاسعة في حفظ القرآن الكريم للعسكريين التي تُنظمها الإدارة العامة للشؤون الدينية بوزارة الدفاع بمشاركة أكثر من 27 دولة.
- https://t.co/RW9MQDbVTj"	42	82	0
145	"بداية من اليوم الإثنين ..

بدء استئناف استقدام العمالة المنزلية من الفلبين بتكلفة 17288 ريال غير شامل قيمة الضريبة المضافة.
.

.
السعودية"	80	44	1
4006	"الأخصائي النفسي د. عبدالرحمن الخيران: 

نطالب أن يكون الفحص النفسي ، وفحص المخدرات ؛ من ضمن الفحوصات المطلوبة قبل الزواج . 
(روتانا)
.

.
السعودية"	775	1293	1
0	"RT @AJELNEWS24: وزارة الصحة تطالب المصابين بـ الإنفلونزا الموسمية بـ ارتداء الكمامات .. لأن العيون تكفي للنظر .
.

.
السعودية"	0	124	1
0	"RT @AJELNEWS24: منصة المشاريع فرصتك للحصول على مختلف عروض الأسعار من المقاولين  
بمختلف التخصصات والمجالات 

سجل مشروعك الآن :
https://t.co…"	0	8	0
0	"RT @AJELNEWS24: مساند توضح :

الراتب الشهري للعاملة المنزلية من تايلاند 500 دولار، ويمكن زيادة هذا المبلغ حسب الاتفاق بين أطراف العقد.
.

.…"	0	156	0
0	"RT @AJELNEWS24: الأمن العام يُنبه الجميع :

من جرائم الاتجار بالبشر ؛ هو استغلال الأطفال والنساء وكبار السن في التسول .. لذلك لاتعطيهم.
.…"	0	49	0
37	"الهيئة العامة للإعلام المرئي والمسموع ترصد خلال شهر أكتوبر الماضي، أكثر من 600 مخالفة إعلامية؛ وذلك حرصاً على الالتزام بتنظيمات وضوابط العمل الإعلامي.
.

.
السعودية"	20	13	0
42	"الهيئة العامة للإعلام المرئي والمسموع :

تم تنفيذ 602 جولة رقابية خلال شهر أكتوبر، كشفت عن 105 مخالفات إعلامية، و512 مخالفة ترخيص موثق، بالإضافة إلى 4 مخالفات تأجيج التعصب الرياضي.

.

.
السعودية"	35	15	1
0	"RT @AlwatanNews24: إمام وخطيب المسجد الحرام الشيخ عبدالرحمن السديس :

مشاهير وسائل التواصل الاجتماعي ؛ نشروا للناس طعامهم وشرابهم ومجالسهم…"	0	30	0
0	"RT @AlwatanNews24: الشيخ عبدالله المطلق :

المغتاب إنسان مغفل .. يجمع الحسنات ثم يفرقها على من لايحبهم .

. https://t.co/UX0N2HAkBi"	0	40	0
0	"RT @AlwatanNews24: المستشار الأسري د. عبدالله السلمان:
أمور الحياة لا تتم إلا بالمحافظة على أداء الصلاة .فهي أمان وحصن من المنڪرات وبوابة ل…"	0	77	0
0	"RT @New_M3lomat: قال الله تعالى:

""لن تنالوا البر حتى تنفقوا مما تحبون"".

مع قدوم فصل الشتاء.. يوجد أسرٌ محتاجة تعاني من قلة الدخل وصعوبة ت…"	0	38	0
617	"وزارة الدفاع :

عند الساعة (22:52) من مساء يوم الأحد (06 نوفمبر 2022م) سقطت إحدى طائرات القوات الجوية الملكية السعودية المقاتلة من نوع (ف -15 إس) نتيجة خلل فني أثناء مهمة تدريبية روتينية بمنطقة التدريب التابعة لقاعدة الملك عبدالعزيز الجوية بالمنطقة الشرقية.
.

.
السعودية"	242	172	1
65	"وزارة الدفاع :

نجاة الطاقم الجوي المكون من ضابطين - ولله الحمد- بعد استخدام كرسيي النجاة ، كما أنه لا يوجد أي إصابات أو خسائر على الأرض نتيجة سقوط الطائرة ."	31	25	0
22	"وزارة الدفاع :

لجنة تحقيق باشرت مهامها لمعرفة تفاصيل أسباب الحادث."	17	7	1
0	"RT @AJELNEWS24: تحت رعاية سمو ولي العهد.. 

انطلاق المسابقة الدولية التاسعة في حفظ القرآن الكريم للعسكريين في مكة المكرمة.

- https://t.co/…"	0	66	1
0	"RT @AJELNEWS24: وزارة الصحة تدعو الجميع لارتداء الكمامات في أماكن التجمعات والمنشآت الصحية للوقاية من الإنفلونزا الموسمية.
.

.
السعودية"	0	52	0
87	"شركة فايزر الأمريكية لصناعة الأدوية :

نختبر حالياً لقاحاً واحداً يمكنه أن يحارب فيروسي كورونا والإنفلونزا معا، مع تكاسل الكثيرين في أخذ اللقاحات التقليدية.
- https://t.co/Gxf5kV73uD"	65	33	0
60	"شرطة عسير :

القبض على مواطن بحوزته 107 كيلوجرامات من مادة الحشيش المخدر، وتم إحالته لجهة الاختصاص.
- https://t.co/j9GP68QVei"	48	26	1
57	"وزارة الصحة تنبه الجميع :

تنفس الرذاذ هو أحد أكثر طرق انتقال الإنفلونزا الموسمية خصوصا أثناء التواجد في أماكن التجمعات والمنشآت الصحية، أو مع أشخاص تظهر عليهم أعراض الإصابة.

.

.
السعودية"	28	27	1
715	"عاجل  
.

.
بداية من يوم غد الإثنين ..

بدء استئناف استقدام العمالة المنزلية من الفلبين بتكلفة 17288 ريال غير شامل قيمة الضريبة المضافة.
.

.
السعودية"	395	266	1
195	"عاجل  
.

.
ارتفاع عدد قتلى الاحتجاجات في إيران إلى 304 بينهم أكثر من 40 طفلاً .
.

.
طهران"	34	109	1
260	"عاجل  
.

.
سقوط طائرة في بحيرة فيكتوريا بعد فشلها في الهبوط بمطار بوكوبا شمال تنزانيا.
- https://t.co/931nVanbT8"	65	173	0
91	"إنفاذاً لتوجيهات القيادة الرشيدة وحرصها الدائم على المواطنين .. 

 السفارة السعودية في تايلند تعلن اليوم نقل مواطن سعودي بعد تعرضه لوعكة صحية بطائرة الإخلاء الطبي السعودي من تايلند إلى المملكة، لاستكمال علاجه في أرض الوطن.
 https://t.co/3qzOjIoRmQ"	40	39	1
42	"عاجل  
.

.
زلزال بلغت قوته 6.1 درجات على مقياس ريختر ؛ يضرب مقاطعة سولاويزي الشمالية بوسط إندونيسيا .
.

.
جاكرتا"	9	19	1
21	"بدعم ومشاركة من رئاسة G20..

#القمة_الدينية_لمجموعة_العشرين R20 تختتم أعمالها بإطلاق ""منتدى بناء الجسور بين الشرق والغرب بين الشرق والغرب"" الذي دعى له معالي الشيخ محمد العيسى.

 https://t.co/WMKZcdcaIP"	17	7	0
80	"وزارة الصحة :

""عيونك تكفي"" .. إذا كنت مصابا بالإنفلونزا الموسمية، حيث تُعد الكمامة الحاجز الوقائي الذي يقلل من فرص الإصابة عن طريق تنفس الرذاذ.
.

.
السعودية"	30	38	1
47	"مرور منطقة الجوف :

ضبط قائد مركبة ظهر في مقطع فيديو يمارس التفحيط في محافظة طبرجل معرضاً سلامة الآخرين للخطر، وتم إحالته إلى الهيئة المرورية لتطبيق العقوبات المقررة نظامًا بحقه.
- https://t.co/6A1JhdLv0r"	26	18	1
71	"وزارة الصحة :

تسجيل 130 إصابة جديدة بكورونا اليوم الأحد.. ووفاة شخص و236 حالة تعافٍ جديدة.
.

.
السعودية"	28	17	1
48	"عاجل  
.

.
شرطة الرياض:

القبض على مقيم من الجنسية السورية ومواطن لسلبهما آخر مبلغًا ماليًا إثر استدراجه من شخص يقيم خارج المملكة لمقايضة المبلغ بعملة أجنبية،وجرى إيقافهما واتخاذ الإجراءات النظامية بحقهما، وإحالتهما إلى النيابة العامة،ومقدم البلاغ للاشتباه في تعاملاته المالية. https://t.co/QLdGNpnvdk"	30	23	1
63	"وزارة الصحة تحدد الفئات الأكثر تأثراً بـ الأنفلونزا الموسمية .. وهم :

كبار السن، وأصحاب الأمراض المزمنة، والمصابين بنقص المناعة، والحوامل."	28	25	1
0	"RT @AJELNEWS24: شركة فايزر تؤكد :

الجرعات المعززة من لقاح كورونا المحدث ضد فيروس كورونا و أوميكرون ؛ زادت نسبة الأجسام المضادة المكافحة لل…"	0	53	1
0	"RT @AJELNEWS24: عاجل  
.

.

وزارة الصحة تؤكد أهمية ارتداء الكمامة للمصابين في الأنفلونزا الموسمية لحماية المحيطين من حولهم.
. 

.
السعودية"	0	94	0
0	"RT @AJELNEWS24: (لَن تَنالُوا البِرَّ حَتى تُنفِقوا مِمّا تُحِبّون وَما تُنفِقوا مِن شَيءٍ فَإِن اللَّهَ بِه عَليم).

جمعية إنسان في
#حوطة_…"	0	24	1
0	"RT @AJELNEWS24: شركة فايزر الأمريكية لصناعة الأدوية :

نختبر حالياً لقاحاً واحداً يمكنه أن يحارب فيروسي كورونا والإنفلونزا معا، مع تكاسل ال…"	0	33	1
0	"RT @AJELNEWS24: شرطة عسير :

القبض على مواطن بحوزته 107 كيلوجرامات من مادة الحشيش المخدر، وتم إحالته لجهة الاختصاص.
- https://t.co/j9GP68QV…"	0	26	0
0	"RT @AJELNEWS24: وزارة الصحة تنبه الجميع :

تنفس الرذاذ هو أحد أكثر طرق انتقال الإنفلونزا الموسمية خصوصا أثناء التواجد في أماكن التجمعات وال…"	0	27	1
0	"RT @AJELNEWS24: عاجل  
.

.
سقوط طائرة في بحيرة فيكتوريا بعد فشلها في الهبوط بمطار بوكوبا شمال تنزانيا.
- https://t.co/931nVanbT8"	0	173	0
20	"عاجل  
.

.
مقتل 3 أشخاص في حادث الطائرة المنكوبة ببحيرة فيكتوريا في تنزانيا ."	11	2	0
62	"المفكر والناقد د. عبدالله الغذامي:

المنتمون لجماعة الإخوان المسلمين ؛ أجسادهم في بلادهم ورؤوسهم في بيت المرشد العام للجماعة .

-

https://t.co/XnVc7mB5nT"	32	25	1
1060	"عاجل  
.

.
دولة الإمارات تعلن رسمياً : 

إلغاء كافة القيود والإجراءات الاحترازية الخاصة بجائحة كورونا .
.

.
أبوظبي"	158	316	0
61	"عاجل  
.

.

رئيس الوزراء اليمني :

المعركة ضد الحوثيين مصيرية ووجودية ولا مجال فيها إلا للانتصار .. 
والسلام لن يتحقق في بلدنا بسبب إصرار إيران على سلوكها العدواني.
.

.
اليمن"	22	22	1
0	"RT @AJELNEWS24: الجمعية الفلكية بجدة :

الكرة الأرضية ستشهد يوم 8 نوفمبر، خسوفاً كلياً للقمر وهو الثاني والأخير في 2022، وسيكون مشاهدًا في…"	0	28	0
0	"RT @AJELNEWS24: عاجل  
.

.
بداية من يوم غد الإثنين ..

بدء استئناف استقدام العمالة المنزلية من الفلبين بتكلفة 17288 ريال غير شامل قيمة ال…"	0	266	0
0	"RT @AJELNEWS24: عاجل  
.

.
ارتفاع عدد قتلى الاحتجاجات في إيران إلى 304 بينهم أكثر من 40 طفلاً .
.

.
طهران"	0	109	0
0	"RT @AJELNEWS24: إنفاذاً لتوجيهات القيادة الرشيدة وحرصها الدائم على المواطنين .. 

 السفارة السعودية في تايلند تعلن اليوم نقل مواطن سعودي بع…"	0	39	0
0	"RT @AJELNEWS24: عاجل  
.

.
زلزال بلغت قوته 6.1 درجات على مقياس ريختر ؛ يضرب مقاطعة سولاويزي الشمالية بوسط إندونيسيا .
.

.
جاكرتا"	0	19	1
0	"RT @AJELNEWS24: بدعم ومشاركة من رئاسة G20..

#القمة_الدينية_لمجموعة_العشرين R20 تختتم أعمالها بإطلاق ""منتدى بناء الجسور بين الشرق والغرب بي…"	0	7	0
0	"RT @AJELNEWS24: وزارة الصحة :

""عيونك تكفي"" .. إذا كنت مصابا بالإنفلونزا الموسمية، حيث تُعد الكمامة الحاجز الوقائي الذي يقلل من فرص الإصابة…"	0	38	0
207	"عاجل  
.

.
شرطة منطقة مكة المكرمة :

العثور على طفلة من الجنسية البرماوية بصحة جيدة في العاصمة المقدسة ؛ بعد اختفائها .. حيث تبين تورط مقيمة باكستانية في اختفائها، وتم القبض على المقيمة وإحالتها للنيابة العامة.
- https://t.co/Zp4luigesk"	70	86	0
270	"بسبب مضاعفات مرض السكري ..

466 مريضاً سعودياً يتعرضون لـ بتر أقدامهم .. كان منهم 87% من الذكور ، في حين أن نسبة المصابات الإناث ممن بترت أقدامهن 13%.
(مكة)
.

.
السعودية"	117	89	1
305	"اليوم الأحد ..

إنعدام في مدى الرؤية الأفقية بسبب غزارة الأمطار غرب محايل في تهامة منطقة عسير.

عبر:
عمر الضامي https://t.co/gkn1CL1x78"	45	92	0
48	"منصة المشاريع فرصتك للحصول على مختلف عروض الأسعار من المقاولين  
بمختلف التخصصات والمجالات 

سجل مشروعك الآن :
https://t.co/O2Pvd3cN11
.
.
#منصة_المشاريع_تسهل_وصولك_للمقاولين https://t.co/nIIBOqcrGW"	15	8	0
465	"وزارة الصحة تطالب المصابين بـ الإنفلونزا الموسمية بـ ارتداء الكمامات .. لأن العيون تكفي للنظر .
.

.
السعودية"	143	124	1
32	"المركز الوطني لتنمية الحياة الفطرية:

المركز يعمل على إعادة "" الفهد الصياد "" للطبيعة بعد أن انقرض في بيئتنا وذلك عبر برامج الإكثار وإعادة التوطين.
.

.
السعودية"	21	6	0
715	"مساند توضح :

الراتب الشهري للعاملة المنزلية من تايلاند 500 دولار، ويمكن زيادة هذا المبلغ حسب الاتفاق بين أطراف العقد.
.

.
السعودية"	465	156	1
35	"عاجل  

.

.

العراق:

إصابة مدير الدفاع المدني ورجال إطفاء بعد انهيار مبنى تجاري في بغداد.

-"	20	7	0
82	"تعليمات إسعافات أوليّة، تُنقذ الطفل حمد عن طريق اتصال، وتعيد له النبض بعد توقف قلبه !!.

#الهلال_الأحمر_السعودي

https://t.co/vK76yEO0IB"	32	37	1
470	"وزارة الصحة تدعو الجميع للالتزام بلبس الكمامات ؛ للوقاية من الانفلونزا الموسمية.
.

.
السعودية"	42	184	0
36	"عاجل  

.

.

تلفزيون الصومال: 

وقوع ضحايا مدنيين جراء تفجير انتحاري عند بوابة معسكر للجيش في مقديشو."	18	15	0
39	"قوات الأمن البيئي تنبه :

بيع الحطب والفحم المحليين مخالفة تصل عقوبتها إلى 16 ألف ريال لكل متر مكعب.
.

.
السعودية"	26	11	0
74	"تعليم الطائف :

بدء تطبيق الدوام الشتوي اعتباراً من يوم غد الأحد حيث تبدأ الحصة الأولى عند السابعة والنصف صباحًا.
.

.
السعودية"	28	22	0
79	"يعتبر تركي آل الشيخ أحد مالكي اندية كرة القدم الأكثر إثارة للإهتمام .. حيث تعتبره جماهير نادي الميديا الأسباني رجلًا عند كلمته ويفي بوعوده ويبذل قصارى جهده لتحقيق ما وعد به، ونقل النادي بعد الاستحواذ عليه للدوري الأسباني والأوروبي.
https://t.co/Pe2tzV7EFJ

https://t.co/asLCNow01K https://t.co/X8aCo7NaYM"	91	13	0
0	"RT @AJELNEWS24: وزارة الصحة توضح الفئات الأكثر عرضة للإصابة بـ "" الإنفلونزا الموسمية "":

-كبار السن

-النساء الحوامل

-المصابون بالأمراض ال…"	0	23	0
0	"RT @AJELNEWS24: الخميس المقبل ..

الطلاب والطالبات والمعلمين والمعلمات يتمتعون بإجازة مطولة قُبيل بداية اختبارات نهاية الفصل الأول، وتشمل أ…"	0	132	0
0	"RT @AJELNEWS24: في بشرى خير مع الوسم ..

 الأرصاد تتوقع - بإذن الله - حالة مطرية على مناطق المملكة خلال الأيام القادمة تشمل: 

تبوك 
الجوف…"	0	84	0
0	"RT @AJELNEWS24: استطلاع يؤكد :

نسبة 69% من الموظفين ؛ يستخدمون هواتفهم الشخصية لإدارة مهام العمل. 

(الوطن) https://t.co/MkVNkTKNEF"	0	28	0
1221	"د. خالد النمر يذكر بعض العلاجات المنزلية التي لها خواص مهدئة للسعال الجاف:

الثوم

العسل

الكركم

الزنجبيل

العرقسوس

أوراق الجوافة

المضمضة بالماء المالح"	54	372	1
114	"النيابة العامة توضح :

الجولات الرقابية والتفتيشية على السجون ودور التوقيف على مدار 24 ساعة ؛ للتحقق من عدم وجود موقوف بغير مستند نظامي أو في مكان غير مخصص.
.

.
السعودية"	34	43	0
90	"وزارة الصحة تنبه :

كبار السن والأطفال من الفئات الأكثر تأثرًا بالإنفلونزا الموسمية ومضاعفاتها.
.

.
السعودية"	25	22	1
32	"عاجل  

.

.

الصومال: 

مقتل نحو 15 شخصا في تفجير انتحاري أمام قاعدة عسكرية في مقديشو.

-"	20	6	0
140	"الطبيب د.صالح الغامدي يؤكد بأن التحكم الجيد في ضغط الدم يقلل من: 

- القصور القلبي 50%.
- النوبات القلبية 25%.
- يقلل جلطات الدماغ 40%.
- يحسن النوم والنشاط وهدوء الأعصاب."	33	42	1
0	"RT @AJELNEWS24: وزارة الصحة تدعو الجميع للالتزام بلبس الكمامات ؛ للوقاية من الانفلونزا الموسمية.
.

.
السعودية"	0	184	0
0	"RT @AJELNEWS24: تعليمات إسعافات أوليّة، تُنقذ الطفل حمد عن طريق اتصال، وتعيد له النبض بعد توقف قلبه !!.

#الهلال_الأحمر_السعودي

https://t.…"	0	37	0
986	"عاجل  
.

.
محتجون في إيران ؛ يُحرقون تمثال "" قاسم سليماني "" في الأحواز.
-
https://t.co/6N7NfYwA97"	98	463	1
465	"عاجل  
.

.

متظاهرون يحرقون صورة "" خامنئي "" في مدينة يرد وسط إيران .
-

https://t.co/AKXWNc6ApG"	62	235	0
87	"وزارة الداخلية:

خلال أسبوع .. تم ضبط 321 شخصاً خلال محاولتهم عبور الحدود إلى داخل المملكة .. 43% منهم من الجنسية اليمنية ، و51% الجنسية الإثيوبية ، و 6% من جنسيات أخرى.
.

.
السعودية"	23	36	1
1136	"عاجل  
.

.
شركة تويتر تعلن رسمياً إطلاق خدمة الاشتراك للجميع للحصول على علامة التوثيق الزرقاء مقابل 8 دولارات شهرياً .
- https://t.co/OfAT2m1k5u"	459	478	1
173	"إدارة الجوازات تنبه الجميع :

خلال كأس العالم .. لايمكن السفر لدولة قطر بالهوية الوطنية فقط .. ويشترط وجود جواز السفر، مع بطاقة (هيّا).
. 

.
السعودية"	46	75	0
0	"RT @AlwatanNews24: يقول الله تعالى:

""لن تنالوا البر حتى تنفقوا مما تحبون"".

مع قدوم فصل الشتاء.. يوجد أسرٌ محتاجة تعاني من قلة الدخل وصعوب…"	0	20	0
0	"RT @AlwatanNews24: إمام وخطيب المسجد الحرام الشيخ عبدالرحمن السديس في خطبة الجمعة :

يا مشاهير التواصل الاجتماعي ؛ احذروا من البحث عن الشهر…"	0	47	1
0	"RT @AlwatanNews24: هيئة الغذاء والدواء توضح :

"" التونة المعلبة "" ؛ منتج محضـر من أنواع أسماك التونـة النظيفـة والسليمة.. و لاصحة للادعاءات…"	0	13	0
0	"RT @AlwatanNews24: إمام وخطيب المسجد النبوي الشيخ عبدالمحسن القاسم :

المال الحرام ؛ خطر وإن كثر .. فهو ممحوق البركة ، جالب للشؤم والمصائب…"	0	56	0
0	"RT @New_M3lomat: يقولﷺ:

"" من أصبح منكم آمناً في سربه،معافى في جسده،عنده قوت يومه،فكأنما حيزت له الدنيا ""..

اللهم احفظ علينا وطننا وقيادتن…"	0	104	0
65	"الطقس اليوم
.

.
بمشيئة الله تعالى ؛ الفرصة لاتزال مهيأة لتكون السحب الرعدية الممطرة على أجزاء من مناطق جازان وعسير يمتد تأثيرها على الأجزاء الساحلية من تلك المناطق وكذلك على الأجزاء الشمالية من المنطقة الشرقية مصحوبة برياح نشطة تحد من مدى الرؤية الأفقية."	16	12	0
0	"RT @AJELNEWS24: د. خالد النمر يذكر بعض العلاجات المنزلية التي لها خواص مهدئة للسعال الجاف:

الثوم

العسل

الكركم

الزنجبيل

العرقسوس

أوراق…"	0	372	0
0	"RT @AJELNEWS24: النيابة العامة توضح :

الجولات الرقابية والتفتيشية على السجون ودور التوقيف على مدار 24 ساعة ؛ للتحقق من عدم وجود موقوف بغير…"	0	43	0
0	"RT @AJELNEWS24: الطبيب د.صالح الغامدي يؤكد بأن التحكم الجيد في ضغط الدم يقلل من: 

- القصور القلبي 50%.
- النوبات القلبية 25%.
- يقلل جلطات…"	0	42	0
0	"RT @AJELNEWS24: عاجل  
.

.
محتجون في إيران ؛ يُحرقون تمثال "" قاسم سليماني "" في الأحواز.
-
https://t.co/6N7NfYwA97"	0	463	0
0	"RT @AJELNEWS24: عاجل  
.

.

متظاهرون يحرقون صورة "" خامنئي "" في مدينة يرد وسط إيران .
-

https://t.co/AKXWNc6ApG"	0	235	0
172	"شركة فايزر تؤكد :

الجرعات المعززة من لقاح كورونا المحدث ضد فيروس كورونا و أوميكرون ؛ زادت نسبة الأجسام المضادة المكافحة للفيروسات لدى البالغين بصورة كبيرة .
- https://t.co/cJTAEFoMMr"	135	53	0
0	"RT @AJELNEWS24: وزارة الداخلية:

خلال أسبوع .. تم ضبط 321 شخصاً خلال محاولتهم عبور الحدود إلى داخل المملكة .. 43% منهم من الجنسية اليمنية ،…"	0	36	1
0	"RT @AJELNEWS24: عاجل  
.

.
شركة تويتر تعلن رسمياً إطلاق خدمة الاشتراك للجميع للحصول على علامة التوثيق الزرقاء مقابل 8 دولارات شهرياً .
-…"	0	478	0
0	"RT @AJELNEWS24: إدارة الجوازات تنبه الجميع :

خلال كأس العالم .. لايمكن السفر لدولة قطر بالهوية الوطنية فقط .. ويشترط وجود جواز السفر، مع ب…"	0	75	0
209	"عاجل  
.

.

وزارة الصحة تؤكد أهمية ارتداء الكمامة للمصابين في الأنفلونزا الموسمية لحماية المحيطين من حولهم.
. 

.
السعودية"	35	94	1
54	"الجمعية الفلكية بجدة :

الكرة الأرضية ستشهد يوم 8 نوفمبر، خسوفاً كلياً للقمر وهو الثاني والأخير في 2022، وسيكون مشاهدًا في معظم آسيا وأستراليا والمحيط الهادئ وأمريكا الشمالية والوسطى، ولكنه غير مشاهد في سماء السعودية أو الوطن العربي لأن الوقت سيكون نهاراً والقمر تحت الأفق محلياً. https://t.co/Kya4pT4nTj"	19	28	0
27	"(لَن تَنالُوا البِرَّ حَتى تُنفِقوا مِمّا تُحِبّون وَما تُنفِقوا مِن شَيءٍ فَإِن اللَّهَ بِه عَليم).

جمعية إنسان في
#حوطة_بني_تميم
#الحريق

تدعوكم للمساهمة في كسوة الشتاء
للأيتام المسجلين بالجمعية.

وللتواصل مع الجمعية واتساب:

https://t.co/3mewqILAJw
https://t.co/J4ffUcbbMo https://t.co/SagF3rn1Db"	12	24	0
74	"الطقس اليوم
. 
.
تتأثر  الرياض والقصيم بالعوالق الترابية والأتربة المثارة قد يمتد تأثيرها إلى حائل, في حين لا تزال الفرصة مهيأة- بمشيئة الله- لتكون سحب رعدية ممطرة على أجزاء من جازان وعسير,  والمنطقة الشرقية مصحوبة برياح نشطة تحد من مدى الرؤية الأفقية."	36	20	0
0	"RT @AJELNEWS24: القوات الخاصة للأمن البيئي:

عقوبة استخدام أجهزة جذب الطيور غرامة (50) ألف ريال .

.

.
السعودية"	0	29	0
0	"RT @AJELNEWS24: الشيخ عبدالرحمن السديس :

في وسائل التواصل الاجتماعي ؛ نطقت الرويبضة، وتحدثت الغوغاء والمفاليس في أُطروحات وخصوصيات وتفاهات…"	0	197	0
0	"RT @AJELNEWS24: القوات الخاصة للأمن البيئي:

بيع الحطب والفحم المحليين ؛ يُعد مخالفة تصل عقوبتها إلى 16 ألف ريال لكل متر مكعب.

.

.
السعود…"	0	25	0
